27,4,651.62,118.11,175.75,391.91,0.90,2023-08-31 16:25:24,-1,-1
27,5,293.16,214.65,145.41,450.43,0.84,2023-08-31 16:25:24,-1,-1
28,1,569.39,164.88,182.44,513.06,0.95,2023-08-31 16:25:24,-1,-1
28,2,914.20,169.05,146.10,431.30,0.93,2023-08-31 16:25:24,-1,-1
28,3,411.10,247.68,177.65,483.05,0.91,2023-08-31 16:25:24,-1,-1
28,4,665.43,117.70,173.56,390.19,0.83,2023-08-31 16:25:24,-1,-1
28,5,293.37,214.54,146.32,453.31,0.84,2023-08-31 16:25:24,-1,-1
29,1,569.47,164.81,183.31,513.04,0.95,2023-08-31 16:25:24,-1,-1
29,2,914.32,169.05,146.07,431.29,0.93,2023-08-31 16:25:24,-1,-1
29,3,410.92,247.83,177.84,483.10,0.91,2023-08-31 16:25:24,-1,-1
29,4,670.29,117.22,172.41,390.32,0.83,2023-08-31 16:25:24,-1,-1
29,5,293.41,214.17,146.84,455.15,0.84,2023-08-31 16:25:24,-1,-1
30,1,569.27,164.78,184.10,513.03,0.95,2023-08-31 16:25:25,-1,-1
30,2,914.38,169.05,146.04,431.30,0.93,2023-08-31 16:25:25,-1,-1
30,3,410.81,247.89,178.01,483.12,0.91,2023-08-31 16:25:25,-1,-1
30,4,673.17,117.38,170.99,389.60,0.84,2023-08-31 16:25:25,-1,-1
30,5,293.45,214.25,146.99,455.81,0.84,2023-08-31 16:25:25,-1,-1
31,1,568.78,164.20,185.25,513.58,0.95,2023-08-31 16:25:25,-1,-1
31,2,914.36,169.28,146.15,431.30,0.93,2023-08-31 16:25:25,-1,-1
31,3,410.76,247.91,178.09,483.13,0.91,2023-08-31 16:25:25,-1,-1
31,4,688.10,117.57,167.30,388.55,0.84,2023-08-31 16:25:25,-1,-1
31,5,293.53,214.17,146.80,455.47,0.84,2023-08-31 16:25:25,-1,-1
32,1,568.31,163.76,186.25,514.01,0.95,2023-08-31 16:25:25,-1,-1
32,2,914.32,169.59,146.24,431.30,0.93,2023-08-31 16:25:25,-1,-1
32,3,410.72,247.91,178.17,483.13,0.91,2023-08-31 16:25:25,-1,-1
32,4,695.46,117.76,164.00,388.28,0.84,2023-08-31 16:25:25,-1,-1
32,5,293.62,214.36,146.61,455.08,0.84,2023-08-31 16:25:25,-1,-1
33,1,567.92,163.59,187.08,514.17,0.95,2023-08-31 16:25:25,-1,-1
33,2,914.29,169.71,146.33,431.30,0.93,2023-08-31 16:25:25,-1,-1
33,3,410.69,247.91,178.24,483.13,0.91,2023-08-31 16:25:25,-1,-1
33,4,698.91,117.84,161.08,388.19,0.84,2023-08-31 16:25:25,-1,-1
33,5,293.66,214.44,146.49,454.90,0.84,2023-08-31 16:25:25,-1,-1
34,1,565.65,164.09,187.17,513.44,0.94,2023-08-31 16:25:25,-1,-1
34,2,913.75,169.31,146.54,431.75,0.93,2023-08-31 16:25:25,-1,-1
34,3,410.89,247.91,178.30,483.13,0.91,2023-08-31 16:25:25,-1,-1
34,4,702.98,115.98,162.15,390.95,0.90,2023-08-31 16:25:25,-1,-1
34,5,293.40,214.36,146.56,455.59,0.84,2023-08-31 16:25:25,-1,-1
35,1,564.84,164.27,187.35,513.16,0.95,2023-08-31 16:25:25,-1,-1
35,2,913.54,169.15,146.64,431.92,0.93,2023-08-31 16:25:25,-1,-1
35,3,410.94,247.91,178.35,483.13,0.91,2023-08-31 16:25:25,-1,-1
35,4,703.38,115.06,162.74,392.67,0.89,2023-08-31 16:25:25,-1,-1
35,5,293.34,214.32,146.50,455.82,0.84,2023-08-31 16:25:25,-1,-1
36,1,564.47,164.34,187.57,513.06,0.95,2023-08-31 16:25:25,-1,-1
36,2,913.51,169.10,146.58,431.54,0.93,2023-08-31 16:25:25,-1,-1
36,3,410.95,247.91,178.40,483.13,0.91,2023-08-31 16:25:25,-1,-1
36,4,703.79,114.72,163.04,393.31,0.89,2023-08-31 16:25:25,-1,-1
36,5,293.36,214.31,146.40,455.89,0.84,2023-08-31 16:25:25,-1,-1
37,1,563.69,165.37,187.39,512.24,0.95,2023-08-31 16:25:25,-1,-1
37,2,913.19,169.41,146.30,430.84,0.93,2023-08-31 16:25:25,-1,-1
37,3,411.49,248.58,178.25,482.91,0.92,2023-08-31 16:25:25,-1,-1
37,4,708.74,113.94,162.19,394.44,0.92,2023-08-31 16:25:25,-1,-1
37,5,292.97,214.42,145.81,455.11,0.83,2023-08-31 16:25:25,-1,-1
38,1,563.38,165.76,187.38,511.93,0.95,2023-08-31 16:25:25,-1,-1
38,2,913.07,169.20,146.21,431.13,0.93,2023-08-31 16:25:25,-1,-1
38,3,411.62,248.94,178.34,483.60,0.92,2023-08-31 16:25:25,-1,-1
38,4,710.83,113.66,161.17,394.86,0.92,2023-08-31 16:25:25,-1,-1
38,5,293.02,214.57,145.19,454.24,0.83,2023-08-31 16:25:25,-1,-1
39,1,562.90,166.12,187.47,512.04,0.95,2023-08-31 16:25:25,-1,-1
39,2,913.08,169.12,146.08,431.24,0.93,2023-08-31 16:25:25,-1,-1
39,3,411.40,248.96,178.45,484.42,0.92,2023-08-31 16:25:25,-1,-1
39,4,713.17,112.35,160.09,395.55,0.92,2023-08-31 16:25:25,-1,-1
39,5,291.89,214.07,145.81,456.69,0.83,2023-08-31 16:25:25,-1,-1
40,1,562.72,166.25,187.75,512.08,0.95,2023-08-31 16:25:25,-1,-1
40,2,913.13,169.31,145.93,431.29,0.93,2023-08-31 16:25:25,-1,-1
40,3,411.30,248.74,178.54,484.95,0.92,2023-08-31 16:25:25,-1,-1
40,4,717.51,110.20,158.76,396.36,0.92,2023-08-31 16:25:25,-1,-1
40,5,291.55,214.33,144.99,453.59,0.82,2023-08-31 16:25:25,-1,-1
41,1,562.59,166.29,188.01,512.10,0.95,2023-08-31 16:25:25,-1,-1
41,2,913.20,169.38,145.80,431.31,0.93,2023-08-31 16:25:25,-1,-1
41,3,411.29,248.65,178.50,485.15,0.92,2023-08-31 16:25:25,-1,-1
41,4,719.47,109.41,157.38,396.65,0.92,2023-08-31 16:25:25,-1,-1
41,5,291.42,214.43,144.81,452.40,0.82,2023-08-31 16:25:25,-1,-1
42,1,562.49,166.30,188.23,512.12,0.95,2023-08-31 16:25:25,-1,-1
42,2,913.27,169.41,145.67,431.31,0.93,2023-08-31 16:25:25,-1,-1
42,3,411.31,248.62,178.44,485.22,0.92,2023-08-31 16:25:25,-1,-1
42,4,720.50,109.13,156.06,396.74,0.92,2023-08-31 16:25:25,-1,-1
42,5,291.30,214.24,144.90,452.17,0.82,2023-08-31 16:25:25,-1,-1
43,1,563.93,166.86,188.96,511.34,0.95,2023-08-31 16:25:25,-1,-1
43,2,912.76,169.20,145.81,431.76,0.93,2023-08-31 16:25:25,-1,-1
43,3,411.40,248.71,178.25,484.68,0.91,2023-08-31 16:25:25,-1,-1
43,4,727.35,108.39,153.09,391.19,0.94,2023-08-31 16:25:25,-1,-1
43,5,290.86,214.17,146.19,456.11,0.82,2023-08-31 16:25:25,-1,-1
44,1,564.21,167.06,189.77,511.05,0.95,2023-08-31 16:25:25,-1,-1
44,2,912.58,169.12,145.86,431.93,0.93,2023-08-31 16:25:25,-1,-1
44,3,411.43,248.75,178.18,484.47,0.91,2023-08-31 16:25:25,-1,-1
44,4,730.06,108.02,151.51,388.96,0.94,2023-08-31 16:25:25,-1,-1
44,5,290.28,213.70,147.06,458.92,0.83,2023-08-31 16:25:25,-1,-1
45,1,564.08,167.13,190.56,510.95,0.95,2023-08-31 16:25:25,-1,-1
45,2,912.51,169.09,145.87,431.99,0.93,2023-08-31 16:25:25,-1,-1
45,3,411.44,248.76,178.15,484.39,0.91,2023-08-31 16:25:25,-1,-1
45,4,730.63,107.91,150.69,388.14,0.94,2023-08-31 16:25:25,-1,-1
45,5,290.11,213.75,147.31,459.75,0.83,2023-08-31 16:25:25,-1,-1
46,1,565.04,167.48,191.51,510.36,0.95,2023-08-31 16:25:25,-1,-1
46,2,913.01,169.08,145.75,432.02,0.93,2023-08-31 16:25:25,-1,-1
46,3,411.96,248.43,178.45,484.69,0.89,2023-08-31 16:25:25,-1,-1
46,4,739.81,107.33,150.12,384.38,0.93,2023-08-31 16:25:25,-1,-1
46,5,290.26,213.54,147.44,460.26,0.82,2023-08-31 16:25:25,-1,-1
47,1,565.13,167.83,192.41,509.92,0.95,2023-08-31 16:25:25,-1,-1
47,2,913.24,169.08,145.63,432.02,0.93,2023-08-31 16:25:25,-1,-1
47,3,411.89,248.08,178.66,485.02,0.90,2023-08-31 16:25:25,-1,-1
47,4,742.92,107.13,150.38,382.99,0.93,2023-08-31 16:25:25,-1,-1
47,5,290.36,213.69,147.41,460.21,0.82,2023-08-31 16:25:25,-1,-1
48,1,564.87,167.96,193.31,509.76,0.95,2023-08-31 16:25:25,-1,-1
48,2,913.36,169.08,145.51,432.02,0.93,2023-08-31 16:25:25,-1,-1
48,3,411.83,247.94,178.78,485.14,0.90,2023-08-31 16:25:25,-1,-1
48,4,743.84,107.20,150.73,381.94,0.93,2023-08-31 16:25:25,-1,-1
48,5,290.41,213.75,147.38,460.16,0.82,2023-08-31 16:25:25,-1,-1
49,1,564.47,167.77,194.24,509.93,0.95,2023-08-31 16:25:25,-1,-1
49,2,913.50,169.30,145.28,431.58,0.94,2023-08-31 16:25:25,-1,-1
49,3,411.44,248.12,178.67,484.96,0.91,2023-08-31 16:25:25,-1,-1
49,4,750.67,108.69,150.19,378.34,0.94,2023-08-31 16:25:25,-1,-1
49,5,290.47,213.55,147.40,460.35,0.83,2023-08-31 16:25:25,-1,-1
50,1,564.15,167.69,195.14,510.00,0.95,2023-08-31 16:25:25,-1,-1
50,2,913.58,169.39,145.16,431.41,0.94,2023-08-31 16:25:25,-1,-1
50,3,411.30,248.19,178.61,484.89,0.90,2023-08-31 16:25:25,-1,-1
50,4,752.85,109.16,150.49,377.13,0.94,2023-08-31 16:25:25,-1,-1
50,5,290.62,213.81,147.17,459.62,0.83,2023-08-31 16:25:25,-1,-1
51,1,563.78,167.66,195.95,510.04,0.95,2023-08-31 16:25:25,-1,-1
51,2,913.62,169.42,145.07,431.34,0.94,2023-08-31 16:25:25,-1,-1
51,3,411.26,248.21,178.56,484.86,0.90,2023-08-31 16:25:25,-1,-1
51,4,753.34,109.46,151.00,376.62,0.94,2023-08-31 16:25:25,-1,-1
51,5,290.68,213.91,147.08,459.32,0.83,2023-08-31 16:25:25,-1,-1
52,1,562.96,167.53,196.50,510.61,0.95,2023-08-31 16:25:25,-1,-1
52,2,913.66,169.43,145.00,431.32,0.94,2023-08-31 16:25:25,-1,-1
52,3,411.03,248.22,178.52,484.85,0.91,2023-08-31 16:25:25,-1,-1
52,4,758.65,112.15,149.65,373.45,0.93,2023-08-31 16:25:25,-1,-1
52,5,291.15,214.17,145.48,453.40,0.83,2023-08-31 16:25:25,-1,-1
53,1,562.68,167.81,196.63,510.06,0.95,2023-08-31 16:25:25,-1,-1
53,2,913.69,169.43,144.95,431.31,0.94,2023-08-31 16:25:25,-1,-1
53,3,411.18,248.23,178.49,484.84,0.91,2023-08-31 16:25:25,-1,-1
53,4,760.61,113.61,148.97,371.86,0.93,2023-08-31 16:25:25,-1,-1
53,5,291.34,214.27,145.07,451.15,0.83,2023-08-31 16:25:25,-1,-1
54,1,562.48,167.91,196.86,509.85,0.95,2023-08-31 16:25:25,-1,-1
54,2,913.72,169.43,144.90,431.31,0.94,2023-08-31 16:25:25,-1,-1
54,3,411.24,248.23,178.46,484.84,0.91,2023-08-31 16:25:25,-1,-1
54,4,761.22,114.15,148.71,371.32,0.93,2023-08-31 16:25:25,-1,-1
54,5,291.34,214.31,145.08,450.33,0.83,2023-08-31 16:25:25,-1,-1
55,1,559.51,167.39,196.47,510.55,0.95,2023-08-31 16:25:25,-1,-1
55,2,913.67,169.43,144.99,431.31,0.93,2023-08-31 16:25:25,-1,-1
55,3,411.12,248.23,178.31,484.84,0.91,2023-08-31 16:25:25,-1,-1
55,4,769.91,116.24,147.60,369.71,0.93,2023-08-31 16:25:25,-1,-1
55,5,291.29,214.32,145.17,450.05,0.83,2023-08-31 16:25:25,-1,-1
56,1,558.57,167.19,195.98,510.82,0.95,2023-08-31 16:25:25,-1,-1
56,2,913.64,169.43,145.06,431.31,0.93,2023-08-31 16:25:25,-1,-1
56,3,411.11,248.23,178.17,484.83,0.91,2023-08-31 16:25:25,-1,-1
56,4,773.17,117.01,146.96,369.16,0.93,2023-08-31 16:25:25,-1,-1
56,5,291.23,214.33,145.31,449.96,0.83,2023-08-31 16:25:25,-1,-1
57,1,558.38,167.11,195.48,510.93,0.95,2023-08-31 16:25:25,-1,-1
57,2,913.60,169.43,145.13,431.31,0.93,2023-08-31 16:25:25,-1,-1
57,3,411.15,248.23,178.04,484.83,0.91,2023-08-31 16:25:25,-1,-1
57,4,774.37,117.28,146.52,369.01,0.93,2023-08-31 16:25:25,-1,-1
57,5,291.16,214.33,145.46,449.95,0.83,2023-08-31 16:25:25,-1,-1
58,1,558.79,167.53,195.26,510.96,0.95,2023-08-31 16:25:25,-1,-1
58,2,914.53,169.65,145.07,431.31,0.93,2023-08-31 16:25:25,-1,-1
58,3,411.38,248.45,178.00,485.05,0.91,2023-08-31 16:25:25,-1,-1
58,4,778.69,120.49,144.63,366.76,0.94,2023-08-31 16:25:25,-1,-1
58,5,290.38,214.10,147.35,455.78,0.82,2023-08-31 16:25:25,-1,-1
59,1,559.02,167.68,195.06,510.98,0.95,2023-08-31 16:25:25,-1,-1
59,2,914.77,169.74,145.27,431.76,0.93,2023-08-31 16:25:25,-1,-1
59,3,411.51,248.54,177.92,485.14,0.91,2023-08-31 16:25:25,-1,-1
59,4,780.44,121.67,143.42,365.96,0.94,2023-08-31 16:25:25,-1,-1
59,5,290.38,214.13,147.92,457.42,0.82,2023-08-31 16:25:25,-1,-1
60,1,559.17,167.74,194.87,510.98,0.95,2023-08-31 16:25:26,-1,-1
60,2,914.84,169.77,145.37,431.93,0.93,2023-08-31 16:25:26,-1,-1
60,3,411.58,248.57,177.83,485.17,0.91,2023-08-31 16:25:26,-1,-1
60,4,781.21,122.08,142.51,365.70,0.94,2023-08-31 16:25:26,-1,-1
60,5,290.38,214.14,148.15,458.03,0.82,2023-08-31 16:25:26,-1,-1
61,1,559.67,167.31,195.05,510.98,0.95,2023-08-31 16:25:26,-1,-1
61,2,915.42,169.55,145.17,431.55,0.93,2023-08-31 16:25:26,-1,-1
61,3,411.64,248.58,177.74,485.17,0.91,2023-08-31 16:25:26,-1,-1
61,4,780.21,125.45,140.96,365.54,0.94,2023-08-31 16:25:26,-1,-1
61,5,290.10,214.03,148.34,458.81,0.82,2023-08-31 16:25:26,-1,-1
62,1,559.82,167.37,195.21,510.98,0.95,2023-08-31 16:25:26,-1,-1
62,2,915.21,169.47,145.06,431.40,0.93,2023-08-31 16:25:26,-1,-1
62,3,411.69,248.58,177.65,485.18,0.91,2023-08-31 16:25:26,-1,-1
62,4,780.12,126.68,139.59,365.52,0.94,2023-08-31 16:25:26,-1,-1
62,5,290.01,213.99,148.37,459.09,0.82,2023-08-31 16:25:26,-1,-1
63,1,559.84,167.17,195.36,510.98,0.95,2023-08-31 16:25:26,-1,-1
63,2,915.14,169.44,144.98,431.35,0.93,2023-08-31 16:25:26,-1,-1
63,3,411.73,248.58,177.58,485.18,0.91,2023-08-31 16:25:26,-1,-1
63,4,780.37,127.10,138.38,365.55,0.94,2023-08-31 16:25:26,-1,-1
63,5,290.00,213.98,148.35,459.17,0.82,2023-08-31 16:25:26,-1,-1
64,1,560.64,167.10,195.40,510.98,0.95,2023-08-31 16:25:26,-1,-1
64,2,915.45,169.43,145.18,431.77,0.93,2023-08-31 16:25:26,-1,-1
64,3,411.92,248.36,177.64,485.40,0.90,2023-08-31 16:25:26,-1,-1
64,4,778.70,130.00,136.83,364.59,0.92,2023-08-31 16:25:26,-1,-1
64,5,290.06,214.08,148.76,460.42,0.82,2023-08-31 16:25:26,-1,-1
