23,1,483.78,441.56,Unknown,2023-08-31 16:25:24
23,2,884.64,545.31,Unknown,2023-08-31 16:25:24
23,3,298.77,413.48,Unknown,2023-08-31 16:25:24
23,4,754.50,245.03,Unknown,2023-08-31 16:25:24
23,5,222.92,245.86,Unknown,2023-08-31 16:25:24
24,1,483.65,441.44,None,2023-08-31 16:25:24
24,2,884.68,545.18,None,2023-08-31 16:25:24
24,3,298.66,413.54,None,2023-08-31 16:25:24
24,4,754.16,245.54,None,2023-08-31 16:25:24
24,5,222.81,246.20,None,2023-08-31 16:25:24
25,1,482.72,441.21,None,2023-08-31 16:25:24
25,2,885.17,544.06,None,2023-08-31 16:25:24
25,3,298.61,413.58,None,2023-08-31 16:25:24
25,4,753.46,247.13,None,2023-08-31 16:25:24
25,5,221.03,250.17,None,2023-08-31 16:25:24
26,1,482.38,441.12,None,2023-08-31 16:25:24
26,2,885.37,543.64,None,2023-08-31 16:25:24
26,3,298.28,414.14,None,2023-08-31 16:25:24
26,4,752.74,248.10,None,2023-08-31 16:25:24
26,5,220.36,251.64,None,2023-08-31 16:25:24
27,1,482.29,441.09,None,2023-08-31 16:25:24
27,2,885.44,543.49,None,2023-08-31 16:25:24
27,3,298.17,414.36,None,2023-08-31 16:25:24
27,4,752.38,248.41,None,2023-08-31 16:25:24
27,5,220.13,252.16,None,2023-08-31 16:25:24
28,1,483.71,441.57,None,2023-08-31 16:25:24
28,2,884.58,542.89,None,2023-08-31 16:25:24
28,3,297.62,414.85,None,2023-08-31 16:25:24
28,4,769.41,253.64,None,2023-08-31 16:25:24
28,5,218.95,256.53,None,2023-08-31 16:25:24
29,1,484.26,441.75,None,2023-08-31 16:25:24
29,2,884.70,542.94,None,2023-08-31 16:25:24
29,3,297.41,415.04,None,2023-08-31 16:25:24
29,4,774.64,256.04,None,2023-08-31 16:25:24
29,5,218.28,258.81,None,2023-08-31 16:25:24
30,1,484.48,441.82,None,2023-08-31 16:25:25
30,2,884.73,542.98,None,2023-08-31 16:25:25
30,3,297.34,415.12,None,2023-08-31 16:25:25
30,4,777.84,256.60,None,2023-08-31 16:25:25
30,5,217.90,259.93,None,2023-08-31 16:25:25
31,1,484.58,441.83,Unknown,2023-08-31 16:25:25
31,2,884.44,543.28,Unknown,2023-08-31 16:25:25
31,3,297.31,415.15,Unknown,2023-08-31 16:25:25
31,4,793.56,264.28,Unknown,2023-08-31 16:25:25
31,5,218.16,259.32,Unknown,2023-08-31 16:25:25
32,1,484.62,441.84,None,2023-08-31 16:25:25
32,2,884.01,543.67,None,2023-08-31 16:25:25
32,3,297.31,415.15,None,2023-08-31 16:25:25
32,4,799.99,268.13,None,2023-08-31 16:25:25
32,5,218.29,259.04,None,2023-08-31 16:25:25
33,1,484.65,441.84,None,2023-08-31 16:25:25
33,2,883.86,543.82,None,2023-08-31 16:25:25
33,3,297.31,415.15,None,2023-08-31 16:25:25
33,4,802.21,269.51,None,2023-08-31 16:25:25
33,5,218.33,258.88,None,2023-08-31 16:25:25
34,1,482.81,440.26,None,2023-08-31 16:25:25
34,2,883.35,543.61,None,2023-08-31 16:25:25
34,3,297.51,415.28,None,2023-08-31 16:25:25
34,4,805.98,274.24,None,2023-08-31 16:25:25
34,5,217.73,259.62,None,2023-08-31 16:25:25
35,1,482.24,439.72,None,2023-08-31 16:25:25
35,2,883.18,543.52,None,2023-08-31 16:25:25
35,3,297.58,415.32,None,2023-08-31 16:25:25
35,4,805.57,276.07,None,2023-08-31 16:25:25
35,5,217.52,259.84,None,2023-08-31 16:25:25
36,1,482.03,439.53,None,2023-08-31 16:25:25
36,2,883.72,542.96,None,2023-08-31 16:25:25
36,3,297.61,415.34,None,2023-08-31 16:25:25
36,4,805.75,276.96,None,2023-08-31 16:25:25
36,5,217.46,259.91,None,2023-08-31 16:25:25
37,1,481.03,439.29,None,2023-08-31 16:25:25
37,2,883.81,542.19,None,2023-08-31 16:25:25
37,3,297.71,416.13,None,2023-08-31 16:25:25
37,4,810.23,280.70,None,2023-08-31 16:25:25
37,5,217.25,258.55,None,2023-08-31 16:25:25
38,1,480.67,439.21,None,2023-08-31 16:25:25
38,2,883.54,542.19,None,2023-08-31 16:25:25
38,3,297.15,417.48,None,2023-08-31 16:25:25
38,4,811.77,282.03,None,2023-08-31 16:25:25
38,5,217.47,257.37,None,2023-08-31 16:25:25
39,1,479.85,439.53,Unknown,2023-08-31 16:25:25
39,2,883.44,542.19,Unknown,2023-08-31 16:25:25
39,3,296.43,418.40,Unknown,2023-08-31 16:25:25
39,4,814.67,282.25,Unknown,2023-08-31 16:25:25
39,5,215.45,259.67,Unknown,2023-08-31 16:25:25
40,1,479.66,439.72,None,2023-08-31 16:25:25
40,2,883.08,542.47,None,2023-08-31 16:25:25
40,3,296.17,418.73,None,2023-08-31 16:25:25
40,4,820.71,282.58,None,2023-08-31 16:25:25
40,5,216.58,255.17,None,2023-08-31 16:25:25
41,1,479.61,439.79,None,2023-08-31 16:25:25
41,2,882.96,542.58,None,2023-08-31 16:25:25
41,3,296.07,418.85,None,2023-08-31 16:25:25
41,4,822.86,282.63,None,2023-08-31 16:25:25
41,5,217.08,253.48,None,2023-08-31 16:25:25
42,1,479.59,439.84,None,2023-08-31 16:25:25
42,2,882.92,542.62,None,2023-08-31 16:25:25
42,3,296.03,418.89,None,2023-08-31 16:25:25
42,4,823.55,282.57,None,2023-08-31 16:25:25
42,5,217.29,252.83,None,2023-08-31 16:25:25
43,1,481.45,440.61,None,2023-08-31 16:25:25
43,2,882.15,542.64,None,2023-08-31 16:25:25
43,3,296.33,418.35,None,2023-08-31 16:25:25
43,4,838.98,275.75,None,2023-08-31 16:25:25
43,5,214.98,258.49,None,2023-08-31 16:25:25
44,1,482.16,440.90,None,2023-08-31 16:25:25
44,2,881.87,542.65,None,2023-08-31 16:25:25
44,3,296.45,418.15,None,2023-08-31 16:25:25
44,4,845.09,272.69,None,2023-08-31 16:25:25
44,5,213.34,261.74,None,2023-08-31 16:25:25
45,1,482.43,441.01,None,2023-08-31 16:25:25
45,2,881.76,542.65,None,2023-08-31 16:25:25
45,3,296.49,418.06,None,2023-08-31 16:25:25
45,4,846.69,271.22,None,2023-08-31 16:25:25
45,5,212.74,262.96,None,2023-08-31 16:25:25
46,1,483.97,441.55,None,2023-08-31 16:25:25
46,2,882.17,542.95,None,2023-08-31 16:25:25
46,3,297.10,418.39,None,2023-08-31 16:25:25
46,4,863.40,270.10,None,2023-08-31 16:25:25
46,5,212.75,263.51,None,2023-08-31 16:25:25
47,1,484.55,441.75,Unknown,2023-08-31 16:25:25
47,2,882.34,543.06,Unknown,2023-08-31 16:25:25
47,3,297.14,418.39,Unknown,2023-08-31 16:25:25
47,4,869.54,269.67,Unknown,2023-08-31 16:25:25
47,5,212.76,263.70,Unknown,2023-08-31 16:25:25
48,1,484.75,441.83,None,2023-08-31 16:25:25
48,2,882.40,543.09,None,2023-08-31 16:25:25
48,3,297.15,418.37,None,2023-08-31 16:25:25
48,4,872.32,268.77,None,2023-08-31 16:25:25
48,5,212.79,263.74,None,2023-08-31 16:25:25
49,1,484.83,441.84,None,2023-08-31 16:25:25
49,2,882.73,542.84,None,2023-08-31 16:25:25
49,3,296.76,418.12,None,2023-08-31 16:25:25
49,4,883.09,269.81,None,2023-08-31 16:25:25
49,5,212.86,263.76,None,2023-08-31 16:25:25
50,1,484.96,441.90,None,2023-08-31 16:25:25
50,2,882.86,542.75,None,2023-08-31 16:25:25
50,3,296.62,418.03,None,2023-08-31 16:25:25
50,4,886.91,270.20,None,2023-08-31 16:25:25
50,5,213.19,263.12,None,2023-08-31 16:25:25
51,1,484.98,441.93,None,2023-08-31 16:25:25
51,2,882.92,542.70,None,2023-08-31 16:25:25
51,3,296.57,417.98,None,2023-08-31 16:25:25
51,4,888.09,270.37,None,2023-08-31 16:25:25
51,5,213.33,262.84,None,2023-08-31 16:25:25
52,1,484.08,442.16,None,2023-08-31 16:25:25
52,2,882.93,542.69,None,2023-08-31 16:25:25
52,3,296.35,417.84,None,2023-08-31 16:25:25
52,4,894.11,272.86,None,2023-08-31 16:25:25
52,5,216.67,254.58,None,2023-08-31 16:25:25
53,1,484.13,441.70,None,2023-08-31 16:25:25
53,2,882.95,542.68,None,2023-08-31 16:25:25
53,3,296.46,417.92,None,2023-08-31 16:25:25
53,4,896.15,273.79,None,2023-08-31 16:25:25
53,5,218.05,251.48,None,2023-08-31 16:25:25
54,1,484.15,441.52,None,2023-08-31 16:25:25
54,2,882.96,542.69,None,2023-08-31 16:25:25
54,3,296.50,417.94,None,2023-08-31 16:25:25
54,4,896.70,274.14,None,2023-08-31 16:25:25
54,5,218.56,250.36,None,2023-08-31 16:25:25
55,1,481.07,439.91,Unknown,2023-08-31 16:25:25
55,2,882.95,542.68,Unknown,2023-08-31 16:25:25
55,3,296.33,417.83,Unknown,2023-08-31 16:25:25
55,4,905.13,280.79,Unknown,2023-08-31 16:25:25
55,5,218.73,249.97,Unknown,2023-08-31 16:25:25
56,1,479.91,439.31,None,2023-08-31 16:25:25
56,2,882.96,542.69,None,2023-08-31 16:25:25
56,3,296.27,417.78,None,2023-08-31 16:25:25
56,4,908.11,283.27,None,2023-08-31 16:25:25
56,5,218.79,249.86,None,2023-08-31 16:25:25
57,1,479.48,439.09,None,2023-08-31 16:25:25
57,2,882.95,542.68,None,2023-08-31 16:25:25
57,3,296.25,417.76,None,2023-08-31 16:25:25
57,4,909.02,284.17,None,2023-08-31 16:25:25
57,5,218.80,249.85,None,2023-08-31 16:25:25
58,1,479.35,439.82,None,2023-08-31 16:25:25
58,2,883.54,543.52,None,2023-08-31 16:25:25
58,3,296.13,418.40,None,2023-08-31 16:25:25
58,4,911.27,288.22,None,2023-08-31 16:25:25
58,5,215.33,257.98,None,2023-08-31 16:25:25
59,1,479.32,440.10,None,2023-08-31 16:25:25
59,2,883.12,544.39,None,2023-08-31 16:25:25
59,3,296.09,418.67,None,2023-08-31 16:25:25
59,4,911.95,289.69,None,2023-08-31 16:25:25
59,5,214.52,260.53,None,2023-08-31 16:25:25
60,1,479.32,440.21,None,2023-08-31 16:25:26
60,2,882.96,544.71,None,2023-08-31 16:25:26
60,3,296.07,418.75,None,2023-08-31 16:25:26
60,4,912.06,290.17,None,2023-08-31 16:25:26
60,5,214.23,261.48,None,2023-08-31 16:25:26
61,1,480.25,440.02,None,2023-08-31 16:25:26
61,2,884.28,544.28,None,2023-08-31 16:25:26
61,3,296.08,418.77,None,2023-08-31 16:25:26
61,4,904.85,294.34,None,2023-08-31 16:25:26
61,5,213.63,262.32,None,2023-08-31 16:25:26
62,1,480.41,440.23,None,2023-08-31 16:25:26
62,2,884.33,543.83,None,2023-08-31 16:25:26
62,3,296.07,418.79,None,2023-08-31 16:25:26
62,4,902.02,295.83,None,2023-08-31 16:25:26
62,5,213.41,262.62,None,2023-08-31 16:25:26
63,1,480.67,440.03,Unknown,2023-08-31 16:25:26
63,2,884.34,543.66,Unknown,2023-08-31 16:25:26
63,3,296.08,418.79,Unknown,2023-08-31 16:25:26
63,4,900.90,296.33,Unknown,2023-08-31 16:25:26
63,5,213.34,262.70,Unknown,2023-08-31 16:25:26
64,1,481.49,440.42,None,2023-08-31 16:25:26
64,2,884.17,544.42,None,2023-08-31 16:25:26
64,3,296.27,418.91,None,2023-08-31 16:25:26
64,4,895.05,297.85,None,2023-08-31 16:25:26
64,5,212.73,264.77,None,2023-08-31 16:25:26
65,1,481.80,440.56,None,2023-08-31 16:25:26
65,2,883.47,545.24,None,2023-08-31 16:25:26
65,3,296.35,418.94,None,2023-08-31 16:25:26
65,4,893.17,298.01,None,2023-08-31 16:25:26
65,5,212.79,264.90,None,2023-08-31 16:25:26
66,1,481.82,440.56,None,2023-08-31 16:25:26
66,2,883.21,545.56,None,2023-08-31 16:25:26
66,3,296.57,419.09,None,2023-08-31 16:25:26
66,4,892.07,298.39,None,2023-08-31 16:25:26
66,5,212.78,264.89,None,2023-08-31 16:25:26
67,1,482.11,439.54,None,2023-08-31 16:25:26
67,2,885.23,545.13,None,2023-08-31 16:25:26
67,3,296.57,418.35,None,2023-08-31 16:25:26
67,4,889.81,297.90,None,2023-08-31 16:25:26
67,5,214.43,259.41,None,2023-08-31 16:25:26
68,1,482.23,439.14,None,2023-08-31 16:25:26
68,2,886.01,544.97,None,2023-08-31 16:25:26
68,3,296.76,418.20,None,2023-08-31 16:25:26
68,4,888.96,297.68,None,2023-08-31 16:25:26
68,5,215.16,256.53,None,2023-08-31 16:25:26
69,1,481.35,439.24,None,2023-08-31 16:25:26
69,2,886.29,544.89,None,2023-08-31 16:25:26
69,3,296.64,418.02,None,2023-08-31 16:25:26
69,4,888.50,296.85,None,2023-08-31 16:25:26
69,5,216.58,254.54,None,2023-08-31 16:25:26
70,1,479.99,438.62,None,2023-08-31 16:25:26
70,2,886.39,544.87,None,2023-08-31 16:25:26
70,3,296.79,418.07,None,2023-08-31 16:25:26
70,4,887.48,296.58,None,2023-08-31 16:25:26
70,5,217.01,253.75,None,2023-08-31 16:25:26
71,1,479.47,438.40,Unknown,2023-08-31 16:25:26
71,2,886.41,544.86,Unknown,2023-08-31 16:25:26
71,3,296.84,418.10,Unknown,2023-08-31 16:25:26
71,4,887.11,296.43,Unknown,2023-08-31 16:25:26
71,5,217.16,253.47,Unknown,2023-08-31 16:25:26
72,1,479.18,438.25,None,2023-08-31 16:25:26
72,2,886.40,544.86,None,2023-08-31 16:25:26
72,3,296.85,418.11,None,2023-08-31 16:25:26
72,4,887.34,295.99,None,2023-08-31 16:25:26
72,5,217.21,253.37,None,2023-08-31 16:25:26
73,1,478.67,437.95,None,2023-08-31 16:25:26
73,2,884.71,545.66,None,2023-08-31 16:25:26
73,3,297.28,416.92,None,2023-08-31 16:25:26
73,4,889.44,297.07,None,2023-08-31 16:25:26
73,5,215.12,254.93,None,2023-08-31 16:25:26
74,1,478.49,437.83,None,2023-08-31 16:25:26
74,2,884.07,545.95,None,2023-08-31 16:25:26
74,3,297.74,415.94,None,2023-08-31 16:25:26
74,4,890.23,297.46,None,2023-08-31 16:25:26
74,5,214.24,256.29,None,2023-08-31 16:25:26
75,1,478.84,438.07,None,2023-08-31 16:25:26
75,2,883.82,546.07,None,2023-08-31 16:25:26
75,3,297.92,415.58,None,2023-08-31 16:25:26
75,4,890.82,298.96,None,2023-08-31 16:25:26
75,5,213.91,256.81,None,2023-08-31 16:25:26
76,1,479.20,438.67,None,2023-08-31 16:25:26
76,2,884.18,546.38,None,2023-08-31 16:25:26
76,3,297.97,415.45,None,2023-08-31 16:25:26
76,4,893.88,300.71,None,2023-08-31 16:25:26
76,5,214.56,255.46,None,2023-08-31 16:25:26
77,1,479.34,438.92,None,2023-08-31 16:25:26
77,2,884.32,546.49,None,2023-08-31 16:25:26
77,3,297.98,415.41,None,2023-08-31 16:25:26
77,4,895.04,301.33,None,2023-08-31 16:25:26
77,5,214.35,255.86,None,2023-08-31 16:25:26
78,1,480.01,439.00,None,2023-08-31 16:25:26
78,2,884.37,546.52,None,2023-08-31 16:25:26
78,3,297.69,415.95,None,2023-08-31 16:25:26
78,4,900.00,302.65,None,2023-08-31 16:25:26
78,5,214.40,255.72,None,2023-08-31 16:25:26
79,1,481.07,438.73,Unknown,2023-08-31 16:25:26
79,2,886.25,544.91,Unknown,2023-08-31 16:25:26
79,3,297.68,415.50,Unknown,2023-08-31 16:25:26
79,4,907.35,306.56,Unknown,2023-08-31 16:25:26
79,5,214.22,255.52,Unknown,2023-08-31 16:25:26
80,1,481.47,438.64,None,2023-08-31 16:25:26
80,2,886.98,544.27,None,2023-08-31 16:25:26
80,3,297.67,415.33,None,2023-08-31 16:25:26
80,4,910.09,308.03,None,2023-08-31 16:25:26
80,5,214.15,255.46,None,2023-08-31 16:25:26
81,1,481.01,438.61,None,2023-08-31 16:25:26
81,2,886.62,544.59,None,2023-08-31 16:25:26
81,3,297.17,415.68,None,2023-08-31 16:25:26
81,4,913.77,309.06,None,2023-08-31 16:25:26
81,5,212.91,259.17,None,2023-08-31 16:25:26
82,1,480.01,438.10,None,2023-08-31 16:25:26
82,2,884.46,545.80,None,2023-08-31 16:25:26
82,3,296.98,415.82,None,2023-08-31 16:25:26
82,4,917.14,313.07,None,2023-08-31 16:25:26
82,5,212.51,260.59,None,2023-08-31 16:25:26
83,1,479.62,437.90,None,2023-08-31 16:25:26
83,2,883.65,546.26,None,2023-08-31 16:25:26
83,3,296.91,415.87,None,2023-08-31 16:25:26
83,4,918.35,314.56,None,2023-08-31 16:25:26
83,5,212.36,261.14,None,2023-08-31 16:25:26
84,1,479.07,437.57,None,2023-08-31 16:25:26
84,2,883.33,546.44,None,2023-08-31 16:25:26
84,3,296.87,415.92,None,2023-08-31 16:25:26
84,4,920.07,315.33,None,2023-08-31 16:25:26
84,5,211.61,262.89,None,2023-08-31 16:25:26
85,1,478.45,437.19,None,2023-08-31 16:25:26
85,2,883.99,546.49,None,2023-08-31 16:25:26
85,3,296.87,415.92,None,2023-08-31 16:25:26
85,4,928.51,322.32,None,2023-08-31 16:25:26
85,5,210.48,265.42,None,2023-08-31 16:25:26
86,1,478.23,437.06,None,2023-08-31 16:25:26
86,2,884.24,546.50,None,2023-08-31 16:25:26
86,3,296.86,415.93,None,2023-08-31 16:25:26
86,4,931.63,324.90,None,2023-08-31 16:25:26
86,5,210.06,266.35,None,2023-08-31 16:25:26
87,1,478.26,437.07,Unknown,2023-08-31 16:25:26
87,2,883.88,546.24,Unknown,2023-08-31 16:25:26
87,3,296.87,415.93,Unknown,2023-08-31 16:25:26
87,4,937.82,329.61,Unknown,2023-08-31 16:25:26
87,5,210.57,264.66,Unknown,2023-08-31 16:25:26
88,1,478.15,437.03,None,2023-08-31 16:25:26
88,2,884.20,546.42,None,2023-08-31 16:25:26
88,3,296.67,415.81,None,2023-08-31 16:25:26
88,4,947.36,332.97,None,2023-08-31 16:25:26
88,5,209.20,268.67,None,2023-08-31 16:25:26
89,1,478.14,437.02,None,2023-08-31 16:25:26
89,2,884.32,546.47,None,2023-08-31 16:25:26
89,3,296.60,415.78,None,2023-08-31 16:25:26
89,4,950.85,334.16,None,2023-08-31 16:25:26
89,5,209.55,268.25,None,2023-08-31 16:25:26
90,1,478.34,437.14,None,2023-08-31 16:25:27
90,2,884.05,546.76,None,2023-08-31 16:25:27
90,3,296.58,415.75,None,2023-08-31 16:25:27
90,4,949.59,337.72,None,2023-08-31 16:25:27
90,5,209.41,268.69,None,2023-08-31 16:25:27
91,1,479.34,437.36,None,2023-08-31 16:25:27
91,2,884.90,546.06,None,2023-08-31 16:25:27
91,3,296.76,415.88,None,2023-08-31 16:25:27
91,4,952.82,343.20,None,2023-08-31 16:25:27
91,5,209.39,269.24,None,2023-08-31 16:25:27
92,1,479.72,437.45,None,2023-08-31 16:25:27
92,2,885.22,545.78,None,2023-08-31 16:25:27
92,3,296.83,415.93,None,2023-08-31 16:25:27
92,4,953.79,344.51,None,2023-08-31 16:25:27
92,5,209.48,269.49,None,2023-08-31 16:25:27
93,1,479.87,437.49,None,2023-08-31 16:25:27
93,2,885.33,545.68,None,2023-08-31 16:25:27
93,3,296.87,415.93,None,2023-08-31 16:25:27
93,4,954.06,344.89,None,2023-08-31 16:25:27
93,5,209.33,269.43,None,2023-08-31 16:25:27
94,1,479.72,437.78,None,2023-08-31 16:25:27
94,2,885.37,545.64,None,2023-08-31 16:25:27
94,3,296.88,415.94,None,2023-08-31 16:25:27
94,4,974.83,338.39,None,2023-08-31 16:25:27
94,5,208.81,270.27,None,2023-08-31 16:25:27
95,1,479.66,437.89,Unknown,2023-08-31 16:25:27
95,2,886.45,545.37,Unknown,2023-08-31 16:25:27
95,3,296.88,415.95,Unknown,2023-08-31 16:25:27
95,4,983.06,335.44,Unknown,2023-08-31 16:25:27
95,5,208.61,270.58,Unknown,2023-08-31 16:25:27
96,1,479.32,437.74,None,2023-08-31 16:25:27
96,2,886.87,545.26,None,2023-08-31 16:25:27
96,3,296.88,415.94,None,2023-08-31 16:25:27
96,4,1001.68,328.15,None,2023-08-31 16:25:27
96,5,209.47,268.04,None,2023-08-31 16:25:27
97,1,478.79,437.43,None,2023-08-31 16:25:27
97,2,886.57,544.94,None,2023-08-31 16:25:27
97,3,295.39,417.17,None,2023-08-31 16:25:27
97,4,1032.43,321.49,None,2023-08-31 16:25:27
97,5,217.18,255.42,None,2023-08-31 16:25:27
98,1,478.59,437.30,None,2023-08-31 16:25:27
98,2,887.39,544.01,None,2023-08-31 16:25:27
98,3,294.63,417.52,None,2023-08-31 16:25:27
98,4,1043.83,318.95,None,2023-08-31 16:25:27
98,5,220.58,249.60,None,2023-08-31 16:25:27
99,1,477.60,437.89,None,2023-08-31 16:25:27
99,2,886.74,544.48,None,2023-08-31 16:25:27
99,3,294.54,417.77,None,2023-08-31 16:25:27
99,4,1059.06,321.34,None,2023-08-31 16:25:27
99,5,221.33,248.41,None,2023-08-31 16:25:27
100,1,476.83,437.85,None,2023-08-31 16:25:27
100,2,888.32,544.40,None,2023-08-31 16:25:27
100,3,294.32,417.73,None,2023-08-31 16:25:27
100,4,1079.09,328.98,None,2023-08-31 16:25:27
100,5,221.33,248.71,None,2023-08-31 16:25:27
101,1,477.46,437.61,None,2023-08-31 16:25:27
101,2,888.91,544.37,None,2023-08-31 16:25:27
101,3,296.24,416.07,None,2023-08-31 16:25:27
101,4,1086.69,332.20,None,2023-08-31 16:25:27
101,5,225.31,238.04,None,2023-08-31 16:25:27
102,1,477.59,437.47,None,2023-08-31 16:25:27
